State,County,Working Link,Link Type,Search Process,Update Time,Data Type,Person Crawling,Notes (WRITE A NOTE IF HISTORY EXISTS FOR THE STATE),Crawl Status,Working,Extra Link 1,Extra Link 2,Update,Extra Notes
New York,New York City1,https://www.inmateaid.com/inmate-locator/nysdoc-edgecombe-residential-treatment-facility.amp,Manual,Manual,Day,html,Alex,,Inactive,,,,,
New York,New York City2,https://www.inmateaid.com/inmate-locator/nysdoc-lincoln-correctional-facility.amp,Manual,Manual,Day,html,Alex,,Inactive,,,,,
New York,New York City,https://www.inmateaid.com/inmate-locator/nysdoc-edgecombe-residential-treatment-facility.amp,Manual,Manual,Day,html,Alex,Duplicate,Inactive,,,,,
New York,New York City,https://www.inmateaid.com/inmate-locator/nysdoc-lincoln-correctional-facility.amp,Manual,Manual,Day,html,Alex,Duplicate,Inactive,,,,,
New York,Onieda County1,https://www.inmateaid.com/inmate-locator/nysdoc-marcy-correctional-facility.amp,Manual,Manual,Day,html,Alex,,Inactive,,,,,
New York,Onieda County2,https://www.inmateaid.com/inmate-locator/nysdoc-mid-state-correctional-facility.amp,Manual,Manual,Day,html,Alex,,Inactive,,,,,
New York,Onieda County3,https://www.inmateaid.com/inmate-locator/nysdoc-mohawk-correctional-facility.amp,Manual,Manual,Day,html,Alex,,Inactive,,,,,
New York,Onieda County4,https://www.inmateaid.com/inmate-locator/nysdoc-marcy-correctional-facility.amp,Manual,Manual,Day,html,Alex,Duplicate,Inactive,,,,,
New York,Onieda County5,https://www.inmateaid.com/inmate-locator/nysdoc-mid-state-correctional-facility.amp,Manual,Manual,Day,html,Alex,Duplicate,Inactive,,,,,
New York,Onieda County6,https://www.inmateaid.com/inmate-locator/nysdoc-mohawk-correctional-facility.amp,Manual,Manual,Day,html,Alex,Duplicate,Inactive,,,,,
New York,Orange County1,https://www.inmateaid.com/prisons/ny-doc-otisville-correctional-facility,Manual,Manual,Day,html,Alex,,Inactive,,,,,
New York,Orange County2,https://www.inmateaid.com/prisons/ny-doc-otisville-correctional-facility,Manual,Manual,Day,html,Alex,Duplicate,Inactive,,,,,
New York,Oriskany/Oneida,http://oneidacountysheriff.us/inmate/inmatelist.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
New York,Orleans County1,https://www.inmateaid.com/inmate-locator/nysdoc-albion-correctional-facility.amp,Manual,Manual,Day,html,Alex,,Inactive,,,,,
New York,Orleans County2,https://www.inmateaid.com/inmate-locator/nysdoc-orleans-correctional-facility.amp,Manual,Manual,Day,html,Alex,,Inactive,,,,,
New York,Orleans County1,https://www.inmateaid.com/inmate-locator/nysdoc-albion-correctional-facility.amp,Manual,Manual,Day,html,Alex,Duplicate,Inactive,,,,,
New York,Orleans County2,https://www.inmateaid.com/inmate-locator/nysdoc-orleans-correctional-facility.amp,Manual,Manual,Day,html,Alex,Duplicate,Inactive,,,,,
New York,Queens County,https://www.inmateaid.com/inmate-locator/nysdoc-queensboro-correctional-facility.amp,Manual,Manual,Day,html,Alex,,Inactive,,,,,
New York,Queens County,https://www.inmateaid.com/inmate-locator/nysdoc-queensboro-correctional-facility.amp,Manual,Manual,Day,html,Alex,Duplicate,Inactive,,,,,
New York,Seneca County1,https://www.inmateaid.com/inmate-locator/nysdoc-five-points-correctional-facility.amp,Manual,Manual,Day,html,Alex,,Inactive,,,,,
New York,Seneca County2,https://www.inmateaid.com/inmate-locator/nysdoc-willard-drug-treatment-campus.amp,Manual,Manual,Day,html,Alex,,Inactive,,,,,
New York,Seneca County,https://www.inmateaid.com/inmate-locator/nysdoc-five-points-correctional-facility.amp,Manual,Manual,Day,html,Alex,Duplicate,Inactive,,,,,
New York,Seneca County,https://www.inmateaid.com/inmate-locator/nysdoc-willard-drug-treatment-campus.amp,Manual,Manual,Day,html,Alex,Duplicate,Inactive,,,,,
New York,St. Lawrence County1,https://www.inmateaid.com/inmate-locator/nysdoc-gouverneur-correctional-facility.amp,Manual,Manual,Day,html,Alex,,Inactive,,,,,
New York,St. Lawrence County,https://www.inmateaid.com/inmate-locator/nysdoc-gouverneur-correctional-facility.amp,Manual,Manual,Day,html,Alex,Duplicate,Inactive,,,,,
New York,St. Lawrence County2,https://www.inmateaid.com/inmate-locator/nysdoc-ogdensburg-correctional-facility.amp,Manual,Manual,Day,html,Alex,,Inactive,,,,,
New York,Sullivan County1,https://www.inmateaid.com/inmate-locator/nysdoc-sullivan-correctional-facility.amp,Manual,Manual,Day,html,Alex,,Inactive,,,,,
New York,Sullivan County2,https://www.inmateaid.com/inmate-locator/nysdoc-woodbourne-correctional-facility.amp,Manual,Manual,Day,html,Alex,,Inactive,,,,,
New York,Sullivan County,https://www.inmateaid.com/inmate-locator/nysdoc-sullivan-correctional-facility.amp,Manual,Manual,Day,html,Alex,Duplicate,Inactive,,,,,
New York,Sullivan County,https://www.inmateaid.com/inmate-locator/nysdoc-woodbourne-correctional-facility.amp,Manual,Manual,Day,html,Alex,Duplicate,Inactive,,,,,
New York,syracuse,http://sheriff.ongov.net/lookup/,Direct,Manual,Day,html,,,Inactive,,,,,
New York,Ulster County,https://www.inmateaid.com/inmate-locator/ulster-county-ny-law-enforcement-center-uclec.amp,Direct,Manual,Day,html,,,Inactive,,,,,
New York,Valhalla/ Westchester,https://jailpublic.westchestergov.com/Jailpublic/webpages/search.asp,Direct,Manual,Day,html,,,Inactive,,,,,
New York,Wyoming County,https://www.inmateaid.com/inmate-locator/wyoming-county-ny-jail.amp,Direct,Manual,Day,html,,,Inactive,,,,,
New York,Greene,https://www.inmateaid.com/prisons/ny-doc-coxsackie-correctional-facility,Andrea,,Inactive,,,,,,,,,
North Carolina,alamance,https://apps.alamance-nc.com/p2c/jailinmates.aspx,https://www.alamance-nc.com/sheriff/,http://mugshots.thetimesnews.com/,Andrea,,Inactive,,,,,,,
North Carolina,alleghany,https://www.inmateaid.com/inmate-locator/alleghany-county-nc-detention-center.amp,Direct,Manual,Day,html,,,Inactive,,,,,
North Carolina,anson,http://www.ansonsheriff.com/dcn/inmates?,,Alex,,Inactive,,,,,,,,
North Carolina,ashe,https://www.inmateaid.com/inmate-locator/ashe-county-nc-detention-center.amp,Direct,Manual,Day,html,,,Inactive,,,,,
North Carolina,avery,https://www.inmateaid.com/inmate-locator/avery-county-jail.amp,Direct,Manual,Day,html,,,Inactive,,,,,
North Carolina,bertie,https://www.inmateaid.com/inmate-locator/bertie-martin-regional-jail.amp,Direct,Manual,Day,html,,,Inactive,,,,,
North Carolina,bladen,https://www.inmateaid.com/inmate-locator/bladen-county-jail.amp,Direct,Manual,Day,html,,,Inactive,,,,,
North Carolina,brunswick,http://inmates.brunswicksheriff.com/inmates,Direct,Manual,Day,html,,,Inactive,,,,,
North Carolina,cabarrus,http://onlineservices.cabarruscounty.us/p2c/jailinmates.aspx,Andrea,,Inactive,,,,,,,,,
North Carolina,caldwell,http://www.caldwellcountync.org/sheriff/detention,Direct,Manual,Day,html,,,Inactive,,,,,
North Carolina,catawba,http://injail.catawbacountync.gov/WhosInJail/,Direct,Manual,Day,html,,,Inactive,,,,,
North Carolina,clay,https://www.claycountyprogress.com/news/clay-county-arrest-report,Direct,Manual,Day,html,,,Inactive,,,,,
North Carolina,cleveland,http://74.218.167.200/p2c/jailinmates.aspx,http://74.218.167.200/p2c/dailybulletin.aspx,Andrea,,Inactive,,,,,,,,
North Carolina,columbus,http://columbuscountysheriff.com/Portals/0/custody.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
North Carolina,craven,http://206.107.121.5/departments/it/activebookings.html,Direct,Manual,Day,html,,,Inactive,,,,,
North Carolina,davidson,https://www.co.davidson.nc.us/DocumentCenter/View/532/Active-Inmates-List-PDF?bidId=,Direct,Manual,Day,html,,,Inactive,,,,,
North Carolina,durham,http://www2.durhamcountync.gov/sheriff/ips/,Direct,Manual,Day,html,,,Inactive,,,,,
North Carolina,harnett,http://www.harnettsheriff.com/downloads/inmatecurrentconfinement.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
North Carolina,henderson,http://hcsosearch.hendersoncountync.org/hcso/jail_Results.asp?autocomplete1=&dmxCalendar_1=&dmxCalendar_2=&S_Age=&Search.y=10&S_PrimaryOffense=&Search.x=61,Direct,Manual,Day,html,,,Inactive,,,,,
North Carolina,jackson,http://inmatesearch.jacksonnc.org/dcn/inmates,Direct,Manual,Day,html,,,Inactive,,,,,
North Carolina,johnston,http://www.johnstonnc.com/sheriffs_office/jailsearch1.cfm,Direct,Manual,Day,html,,,Inactive,,,,,
North Carolina,Lenoir,https://www.inmateaid.com/inmate-locator/lenoir-county-nc-we-billy-smith-detention-center.amp,Direct,Direct,Day,pdf,,,Inactive,,,,,
North Carolina,lee,http://dcn.leecountync.gov/dcn/inmates,https://leecountync.gov/EmployeeDirectory/SheriffsOffice/LeeCountyNCJailInmateSection,http://www.sheriffleefl.org/how_do_i/learn_more_about/arrest_search/index.php,Alex,,Inactive,,,,,,,
North Carolina,lincoln,http://www.lincolnsheriff.org/p2c/jailinmates.aspx,http://www.lincolnsheriff.org/p2c/dailybulletin.aspx,https://bustednewspaper.com/category/mugshots/lincoln/,Andrea,,Inactive,,,,,,,
North Carolina,madison,https://www.inmateaid.com/inmate-locator/madison-county-nc-jail.amp,Direct,Manual,Day,html,,,Inactive,,,,,
North Carolina,martin,http://www.sheriff.martin.fl.us/jailinmatesearch/JailInmateSearch.asp?SelStart1=&SelStart2=&SelStart3=&SelStart4=&RunReport=Run+Report,Direct,Manual,Day,html,,,Inactive,,,,,
North Carolina,mecklenburg,https://mecksheriffweb.mecklenburgcountync.gov/Inmate,Direct,Manual,Day,html,,,Inactive,,,,,
North Carolina,moore,https://webapps.moorecountync.gov/dcn/inmates,https://www.moorecountync.gov/sheriff/detention-center,https://webapps.moorecountync.gov/dcn/,Alex,,Inactive,,,,,,,
North Carolina,new hanover,http://p2c.nhcgov.com/p2c/jailinmates.aspx,https://www.newhanoversheriff.com/about-us/divisions/detention-division/,http://www.wilmingtonmugshots.com/,Andrea,,Inactive,,,,,,,
North Carolina,orange,https://www.ocsonc.com/daily-custody-reports,Direct,Manual,Day,html,,,Inactive,,,,,
North Carolina,rowan,http://ossip2c.rowancountync.gov/p2c/jailinmates.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
North Carolina,transylvania,http://dcn.transylvaniacounty.org/dcn/inmateGrid.aspx,Alex,,Inactive,,,,,,,,,
North Carolina,union,http://sheriff.co.union.nc.us/jailinmates.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
North Dakota,barnes,http://www.co.barnes.nd.us/dept/cor/roster/Populationroster.rpt.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
North Carolina,burke,http://www.morgantonps.org/p2c/jailinmates.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
North Dakota,burleigh,https://omsweb.public-safety-cloud.com/jtclientweb/jailtracker/index/Burleigh_County_ND,Andrea,,Inactive,,,,,,,,,
North Dakota,dunn,https://www.co.dunn.wi.us/index.asp?SEC=2B697F5C-92AB-480C-80C4-D64C3AB96EDC&DE=CD853DAB-8860-4A2C-8825-8CF95CAA3E46&Type=B_BASIC,Direct,Manual,Day,html,,,Inactive,,,,,
North Dakota,mclean,https://www.inmateaid.com/inmate-locator/mclean-county-nd-jail.amp,Direct,Manual,Day,html,,,Inactive,,,,,
North Dakota,morton,https://www.inmateaid.com/inmate-locator/morton-county-nd-correctional-center.amp,Direct,Manual,Day,html,,,Inactive,,,,,
North Dakota,stark,https://mugshots.com/US-Counties/North-Dakota/Stark-County-ND/,Direct,Manual,Day,html,,,Inactive,,,,,
North Dakota,stutsman,https://www.co.stutsman.nd.us/wordpress/vsweb/Roster-iFrame.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
North Dakota,ward,http://www.co.ward.nd.us/395/Ward-County-Inmate-Locator,Direct,Manual,Day,html,,,Inactive,,,,,
North Dakota,williams,https://williams-so-nd.zuercherportal.com/#/inmates,Direct,Manual,Day,html,,,Inactive,,,,,
,,,,,,,,,,,,,,
Ohio,adams,https://omsweb.public-safety-cloud.com/jtclientweb/jailtracker/index/Adams_County_Oh,https://adamscountyoh.gov/Sheriff.asp,http://www.adamscountyso.com/AdamsCoSO_Inmatelist.html,Andrea,,Inactive,,,,,,,
Ohio,ashland,http://www.ashlandcountysheriff.org/active_inmates/AI.htm,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,belmont,https://www.belmontsheriff.com/jail/,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,brown,http://www.brown.miamivalleyjails.org/DEFAULT.ASPX?KZCMD=BACK&AGENCY_ID=8000&Jail=1&ADMIN=1&DOB=.null.&NewsSearchControl_SortBy=PRIORITY,Direct,Manual,Day,html,,Captcha present,Inactive,,,,,
Ohio,clark,http://www.clark.miamivalleyjails.org/,Direct,Manual,Day,html,,Captcha present,Inactive,,,,,
Ohio,clermont,http://www.clermontsheriff.org/jail-inmate-search/,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,clinton,http://clintonsheriff.com/active-inmates/,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,coshocton,https://www.coshoctoncounty.net/uploads/sheriff/inmate/JAIL%20ROSTER.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
Ohio,darke,http://www.darkecountysheriff.org/jail.html,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,delaware,https://secure.co.delaware.oh.us/iframes/jtlist/jtlist.asp,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,erie,https://jail.eriecounty.oh.gov:8443/TDT_Viewer/actions/Navigation.do?direction=inmateInformation&operation=viewAll,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,fayette,http://www.fayette.miamivalleyjails.org/,Direct,Manual,Day,html,,Captcha present,Inactive,,,,,
Ohio,franklin,https://fcsojmsweb.franklincountyohio.gov/Publicview/BookingFind.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,fulton,http://www.ccnoregionaljail.org/images/Active%20Offenders.pdf,Direct,Manual,Day,pdf,,,Inactive,,,,,
Ohio,gallia,http://galliasheriff.org/Inmates/view.php,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,guernsey,http://inmateportal.guernseysheriff.com/guernseypublicview/BookingFind.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,hancock,http://activeinmates.hancocksheriff.org/,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,hardin,https://www.inmateaid.com/inmate-locator/hardin-county-oh-jail.amp,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,harrison,https://www.harrisoncountyohio.org/media/Sheriff/Inmate%20Report.pdf,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,henry,http://www.henrycountysheriff.net/InmateInformation,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,holmes,https://www.inmateaid.com/inmate-locator/holmes-county-oh-jail.amp,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,huron,http://www.huroncountysheriff.org/jailroster.html,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,jefferson,https://www.jeffersoncountysheriff.com/,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,knox,http://inmateroster.knoxcountysheriff.com:8080/TDT_Viewer/actions/FilterInmateInformation.do,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,lake,http://www.lakecountyohio.gov/SheriffsJailRoster/tabid/1379/Default.aspx,Direct,Manual,Day,xls,,,Inactive,,,,,
Ohio,licking,https://apps.lcounty.com/sheriff/InmateList/,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,logan,http://www.logan.miamivalleyjails.org/DEFAULT.ASPX?KZCMD=BACK&AGENCY_ID=122234&Jail=1&ADMIN=1&DOB=.null.&NewsSearchControl_SortBy=PRIORITY,Direct,Manual,Day,html,,Captcha present,Inactive,,,,,
Ohio,lorain,http://www.loraincountysheriff.com/data/Images_Additional/pdf/active%20with%20name%20for%20web.htm,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,mahoning,http://pii.mahoningcountyoh.gov/,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,mercer,http://inmate.mercercountysheriff.org/,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,monroe,https://www.inmateaid.com/inmate-locator/monroe-county-oh-jail.amp,Direct,Direct,Day,pdf,,,Inactive,,,,,
Ohio,morgan,http://97.82.20.116/jailinmates.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,morrow,http://www.jdsinc.net/ohmorrow/,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,muskingum,http://www.ohiomuskingumsheriff.org/jail-division/inmate-registry/,Direct,Direct,Day,pdf,,,Inactive,,,,,
Ohio,ottawa,https://omsweb.public-safety-cloud.com/jtclientweb/jailtracker/index/Ottawa_County_OH,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,paulding,http://www.pauldingohsheriff.com/wp-content/uploads/jail_roster2.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
Ohio,pickaway,http://ijis.pickawaysheriff.com/activeinmates/,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,preble,http://preble.miamivalleyjails.org/default.aspx,Direct,Manual,Day,html,,Captcha present,Inactive,,,,,
Ohio,richland,http://corrections.richlandcountyoh.us:8080/TDT_Viewer,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,ross,http://ross.miamivalleyjails.org/,Direct,Manual,Day,html,,Captcha present,Inactive,,,,,
Ohio,sandusky,https://198.101.49.158:8443/TDT_Viewer/actions/FilterInmateInformation.do,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,shelby,https://shelby.miamivalleyjails.org/,Direct,Manual,Day,html,,Captcha present,Inactive,,,,,
Ohio,summit,https://co.summitoh.net/sheriff/images/stories/PDFs/ActiveOffenderReport.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
Ohio,trumbull,http://sheriff.co.trumbull.oh.us/IJISInmate/Default.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,tuscarawas,http://www.co.tuscarawas.oh.us/tcso/documents/Current_Inmates_list_for_TCSO_Website.pdf,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,union,https://www.co.union.oh.us/Tri-County-Regional-Jail/,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,washington,https://washingtoncountysheriff.org/wcso-jail-listing/,Direct,Manual,Day,html,,,Inactive,,,,,
Ohio,williams,http://www.ccnoregionaljail.org/images/Active%20Offenders.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
Oklahoma,cherokee,https://www.inmateaid.com/inmate-locator/cherokee-county-ok-jail.amp,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,grady,http://www.gclec.com/,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,oaklahoma,https://www.oklahomacounty.org/cosheriff/,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,pawnee,http://okpawnee.jailsoftware.com/InmateRoster.php,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,rogers,http://www.rcsheriff.org/roster.php,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,tulsa,http://iic.tulsacounty.org/expInmateBookings/BookingIndex,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,adair,https://www.inmateaid.com/inmate-locator/adair-county-ok-jail.amp,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,atoka,http://atokasheriff.com/RosterOuterPage.shtml,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,carter,https://www.cartercountysheriff.us/inmates2.html,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,choctaw,http://okchoctaw.jailsoftware.com/InmateRoster.php,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,comanche,http://inmates.bluhorse.com/Default.aspx?ID=CCDC,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,creek,https://www.creekcountysheriff.com/roster.php,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,delaware,https://www.inmateaid.com/inmate-locator/delaware-county-ok-jail.amp,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,garvin,http://garvincountysheriff.net/uploads/jaillog/Jail_log.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
Oklahoma,latimer,http://latimercountysheriff.com/detention-center/,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,marshall,https://www.inmateaid.com/inmate-locator/marshall-county-ok-jail.amp,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,mayes,https://www.mayessheriff.org/roster.php,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,mcclain,http://www.mcclaincountysheriff.com/InmateRoster.php,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,nowata,https://www.inmateaid.com/inmate-locator/nowata-county-ok-jail.amp,Direct,Manual,Day,html,Alex,,Inactive,,,,,
Oklahoma,oklahoma,https://www.okc.gov/departments/police/crime-prevention-data/jail-blotter,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,okmulgee,http://okokmulgee.jailsoftware.com/InmateRoster.php,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,osage,http://www.ocso.net/dailypop.xml,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,pawnee,http://okpawnee.jailsoftware.com/InmateRoster.php,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,pottawatomie,http://inmates.bluhorse.com/Default.aspx?ID=PCPSC,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,rogers,http://www.rcsheriff.org/roster.php,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,tulsa,http://iic.tulsacounty.org/expInmateBookings/BookingIndex,Direct,Manual,Day,html,,,Inactive,,,,,
Oklahoma,washington,https://www.inmateaid.com/inmate-locator/washington-county-ok-correctional-facility.amp,Direct,Manual,Day,html,,,Inactive,,,,,
Oregon,clatsop,http://apps.co.clatsop.or.us/jail/,Direct,Manual,Day,html,,,Inactive,,,,,
Oregon,columbia,http://www.co.columbia.or.us/sheriff/inmates/index.php,Direct,Manual,Day,html,,,Inactive,,,,,
Oregon,coos,http://www.co.coos.or.us/Departments/SheriffsOffice/DailyPressReleasesandJailInformation/AlphaRoster.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Oregon,curry,http://justice.co.curry.or.us/jailpopulation.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
Oregon,deschutes,https://omsweb.public-safety-cloud.com/jtclientweb/jailtracker/index/Deschutes_County_OR,Direct,Manual,Day,html,,,Inactive,,,,,
Oregon,gilliam,https://www.norcor.co/adult/inmates/,Direct,Manual,Day,html,,,Inactive,,,,,
Oregon,hood river,http://www.norcor.co/adult/inmates/,Direct,Manual,Day,html,,,Inactive,,,,,
Oregon,jackson,https://inmate.jacksoncounty.org/,Direct,Manual,Day,html,,,Inactive,,,,,
Oregon,linn,https://www.linnsheriff.org/jail/current-inmates/,Direct,Manual,Day,html,,,Inactive,,,,,
Oregon,marion,http://apps.co.marion.or.us/jailrosters/mccfi_mcso.htm,Direct,Manual,Day,html,,,Inactive,,,,,
Oregon,mult,http://www.mcso.us/PAID/Home/SearchResults,Direct,Manual,Day,html,,,Inactive,,,,,
Oregon,multnomah,http://www.mcso.us/PAID/Home/SearchResults,Direct,Manual,Day,html,,,Inactive,,,,,
Oregon,norcor,http://www.norcor.co/adult/inmates/,Direct,Manual,Day,html,,,Inactive,,,,,
Oregon,sherman,http://www.norcor.co/adult/inmates/,Direct,Manual,Day,html,,,Inactive,,,,,
Oregon,tillamook,https://www.co.tillamook.or.us/gov/jail/inmatelist/inmate.htm,Direct,Manual,Day,html,,,Inactive,,,,,
Oregon,umatilla,https://ucso.crimegraphics.com/2013/default.aspx?InitialTab=8,Direct,Manual,Day,html,,,Inactive,,,,,
Oregon,union,http://web.union-county.org:8080/inmates/list,Direct,Manual,Day,html,,,Inactive,,,,,
Oregon,washington,https://www.co.washington.or.us/Sheriff/Jail/who-is-in-custody.cfm?alpha=A,Direct,Manual,Day,html,,,Inactive,,,,,
Oregon,yamhill,https://www.co.yamhill.or.us/jailinmate/inmates.php,Direct,Manual,Day,html,,,Inactive,,,,,
Pennsylvania,bradford,http://smartweb.bradfordsheriff.org/smartwebclient/Jail.aspx,Antoine,,Inactive,html,DMJ,,,,,,,
Pennsylvania,lycoming,http://www.lyco.org/Departments/Prison/InmateSearch.aspx,Direct,Manual,Day,html,DMJ,,Inactive,,,,,
Pennsylvania,potter,http://pottercountysheriff.org/ROSTER/PrisonerAndTheirOffensesReport.pdf,Antoine,,Inactive,,,,,,,,,
Pennsylvania,westmoreland,http://apps.co.westmoreland.pa.us/prison/PrisonInmates/Prison_inmates.asp,Direct,Manual,Day,html,,,Inactive,,,,,
Pennsylvania,bucks,http://www.buckscounty.org/government/Corrections,Direct,Manual,Day,html,,,Inactive,,,,,
Pennsylvania,cameron,https://www.inmateaid.com/prisons/cameron-county-pa-jail,Direct,Manual,Day,html,Alex,,Inactive,,,,,
Pennsylvania,chester,https://www.cor.pa.gov/Inmates/Pages/Inmate-Locator.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Pennsylvania,clarion,http://www.co.clarion.pa.us/government/clarion-county-sheriff/40-web-site-pages/sheriff-public/149-warrant-list.html,Direct,Manual,Day,html,,,Inactive,,,,,
Pennsylvania,clinton,http://grouse.clintoncountypa.com:1080/CCCF/housing.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
Pennsylvania,columbia,http://www.co.columbia.wi.us/columbiacounty/Portals/11/Bookings/webdailybookings.pdf?ver=2018-06-25-095818-193,Direct,Direct,Day,pdf,,,Inactive,,,,,
Pennsylvania,crawford,https://www.crawfordcountypa.net/CCCF/InmateLists/crawford%20daily%20report.pdf?p=1530151311068,Direct,Direct,Day,pdf,,,Inactive,,,,,
Pennsylvania,cumberland,http://ccweb.ccpa.net/inmatelisting/,Direct,Manual,Day,html,,,Inactive,,,,,
Pennsylvania,dauphin,http://www.dauphincounty.org/government/departments/prison/prison_list/index.php,Direct,Manual,Day,html,,,Inactive,,,,,
Pennsylvania,erie,https://www2.erie.gov/sheriff/sites/www2.erie.gov.sheriff/files/uploads/data/inmatelist.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
Pennsylvania,fayette,http://co.fayette.pa.us/prison/Pages/Inmate-Lookup.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Pennsylvania,greene,http://www.co.greene.pa.us/secured/gc2/depts/lo/prison/prison.htm,Direct,Manual,Day,html,,,Inactive,,,,,
Pennsylvania,mercer,https://www.mcc.co.mercer.pa.us/jail/jailreport/FemalePopulation.cfm,Direct,Manual,Day,html,,,Inactive,,,,,
Pennsylvania,monroe,https://www2.monroecounty.gov/files/inmate/roster.pdf?1530184281,Direct,Manual,Day,html,,,Inactive,,,,,
Pennsylvania,northampton,https://www.northamptoncounty.org/CORECTNS/Pages/Inmate-Search.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Pennsylvania,perry,https://www.inmateaid.com/prisons/perry-county-pa-prison,Direct,Manual,Day,html,,,Inactive,,,,,
Pennsylvania,philadelphia,http://www.phila.gov/prisons/inmatelocator/inmatelocator.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Pennsylvania,pike,http://inmatelocator.cor.pa.gov/#/,Direct,Manual,Day,html,,,Inactive,,,,,
Pennsylvania,potter,http://pottercountysheriff.org/ROSTER/PrisonerAndTheirOffensesReport.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
Pennsylvania,schuylkill,http://www.co.schuylkill.pa.us/Offices/Sheriff/index.asp,Direct,Manual,Day,html,,,Inactive,,,,,
Pennsylvania,warren,http://inmatelocator.cor.pa.gov/#/,Direct,Manual,Day,html,,,Inactive,,,,,
